,HN00157641_AMT60212,HN00157641_CPP6002,HN00158226_AMT-62212,HN00158226_AMT-62411,HN00158226_AMT-86116,HN00158226_AMT-912711,HN00158226_F1493,HN00158226_GS200142,HN00158226_K200742,HN00158226_TJ3-03,HN00160728_K40318,HN00161493_KY0014,HN00163376_AMT88628,HN00163376_FA111,HN00167634_C4-2,HN00167634_CPP0006,HN00167634_K200347,HN00171167_F3034,HN00171167_F3035,HN00171167_F3039,HN00171167_F3062,HN00171167_F3071,HN00173995_F3121,HN00173995_F3303,HN00173995_F3309,HN00173995_MK3-11,HN00173995_MK3-15,HN00173995_MK7-12,HN00173995_MK7-50,HN00173995_T10-36,HN00173995_T10-42,HN00175004_F3085,HN00175004_F3276,HN00175004_GS00019,HN00175004_GS00024,HN00175004_GS00026,HN00175004_MK2-49,HN00175486_F1015,HN00175486_F1049,HN00175486_F1319,HN00175486_F1320,HN00175486_F1321,HN00175486_F1331,HN00175486_F1340,HN00175486_F3127,HN00175486_F3142,HN00175486_F3161,HN00175486_F3168,HN00175486_F3177,HN00175486_F3230,HN00175486_F3232,HN00175486_GS00022,HN00175796_F3300,HN00175796_F3301,HN00175796_F3306,HN00175796_F3307,HN00175796_F3369,HN00175796_F3370,HN00175796_F3371,HN00175796_F3378,HN00175796_F3454,HN00175796_F3461,HN00175796_F3466,HN00175796_GS201401,HN00175796_GS201402,HN00175796_GS41424,HN00175796_GS41425,HN00176442_F3372,HN00176442_GS40304,HN00176442_GS40306,HN00176442_GS41429,HN00176442_GSY0003,HN00176442_GSY0007,HN00176442_GSY0017,HN00179262_F4055,HN00179262_F4206,HN00179262_F4454,HN00179328_F2309-1,HN00179328_F2317,HN00179328_K040706,HN00179328_KMGR2-43,HN00180670_CHKJ1115-02,HN00180670_CHKJ1127,HN00180670_CHKJ1223-2,HN00180670_F2080,HN00180670_F2121,HN00180670_K40327,HN00180670_MK1-10,HN00180670_MK1-12,HN00180670_MK1-13,HN00180670_MK1-18,HN00180670_MK1-34,HN00180670_MK1-9,HN00180670_MK2-12,HN00180670_MK2-3,HN00180670_MK2-6,HN00195341_AMT-61016,HN00195341_CHKJ1253026,HN00195341_DK250101,HN00195341_DK250105,HN00195341_DK250126,HN00195341_DK250312,HN00195341_DK50004,HN00195341_DK50032,HN00195341_G2-10,HN00195341_G3-29,HN00195341_JJ1-135,HN00196390_AMT-60411,HN00196390_CHKJ1122,HN00196390_DK250125,HN00196390_F2132,HN00196390_F2151,HN00196390_K200109,HN00196390_K200234,HN00196390_K40028,HN00196390_K40049,HN00196390_KFT18,HN00196822_AMT-60612,HN00196822_AMT-86113,HN00196822_K200228,HN00196822_K40725,HN00200515_AMT-62920,HN00200515_AMT-73813,HN00200515_AMT-74226,HN00200515_DKM250103,HN00200515_GS00003,HN00200515_GS00008,HN00200515_GS00049,HN00200515_GS200102,HN00200515_GS200141,HN00200515_K40006,HN00200515_KY0001,HN00200515_KY0017,HN00200749_GS00038,HN00200749_K200115,HN00200749_K42834,HN00200749_KK200119,HN00200749_MK2-46,HN00200749_T10-11,HN00203775_CHKJ1253002,HN00203775_F2100,HN00203775_F4043,HN00203775_F4202,HN00203775_F4207,HN00204805_CHKJ1211-1,HN00204805_F1208,HN00204805_F1249-1,HN00204805_FA0221,HN00215192_CH2-11,HN00222446_AMT-87013,HN00222446_AMT73616,HN00222446_CH2-30,HN00222446_CHKJ1408,HN00222446_FA0107,HN00222446_FA0422,HN00222446_FA0508,HN00222446_GS40726,HN00222446_GSY0035,HN00222446_JJ1-101,HN00222446_KO11-19,HN00222446_Sea08-36,HN00222446_T1-19,HN00223109_AMT-912213,HN00223109_MK1-41,HN00223109_T7-42,HN00223109_TPP6047,HN00226248_AMT-63123,HN00226248_TPP3038,HN00234071_Bifi-B2104,HN00251139_BGIL25015,HN00251139_BGIL25041,HN00251139_BJS25001,HN00251139_BJS25005,HN00251139_BJS25013,HN00251139_BJS25028,HN00251139_BJS25031,HN00251139_BJS25032,HN00251139_BMX25005,HN00251139_BMX25007,HN00251139_BTH25001,HN00251139_BTH25041,HN00251139_KCUT25010,HN00251139_KJS25013,HN00251139_KJS25018,HN00251139_KJS25024,HN00251139_KJS25025,HN00251139_KYF25002,HN00252244_BMX25010,HN00280011_AMT-60913,HN00280011_AMT-62814-2,HN00280011_AMT-74420,HN00280011_AMT-913617,HN00280011_BEG25026,HN00280011_BGIL25058,HN00280011_BSO25040,HN00280011_C3-36,HN00280011_C4-50,HN00280011_CHKJ1253001,HN00280011_CHKJ153021-2,HN00280011_F1016,HN00280011_F1169-1,HN00280011_F2153,HN00280011_GS00031,HN00280011_KCUT25001,HN00280011_KCUT25011,HN00280011_KCUT25019,HN00280011_KCUT25026,HN00280011_KJS25004,HN00280011_KJS25048,HN00280011_KK200214,HN00280011_KYF25005,HN00280011_L11-28,HN00280011_L11-30,HN00280011_Sea9-11,HN00281774_BMX25006,HN00281774_BSO25019,HN00281774_BSO25044,HN00281774_C4-31,HN00281774_KRS25004,HN00281774_Sea9-10
HN00175796_F3466,,98.3739,,,,,,,,,,,,81.2764,,93.9906,,78.89635,,,,,,98.35965,,,,,,,,,78.92555,,,,,,,81.16065,81.06825,81.23570000000001,97.53774999999999,81.20135,,,81.16105,78.83095,,,,,98.3417,,78.88900000000001,,78.84705,78.87835,78.84035,,,81.137,100.0,,,98.84645,,,,,,,81.02420000000001,98.85645,,,78.68945,,,,,,,,,,,,,,,,,,,,,81.2234,,,,,,,,,,,,,97.84615,97.5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1449,,,,,,,98.76515,80.68325,,,,,78.861,97.90005,97.92009999999999,,,98.72565,,,,81.19005,,,,98.26939999999999,,98.34275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.16655,78.88034999999999,,,97.97885,,,,,,,,,,,,,,,81.19035,,,
HN00175796_GS201401,98.60675,,,83.34604999999999,,,,,,,,,98.66470000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.99414999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9876,99.99735,99.9847,,,,,,,,,,,,,,,,,,98.6935,,,98.5973,,,,,,,,98.51214999999999,,,,,,,98.78775,,,98.75665000000001,,,,,,,,,98.64689999999999,,,,,,,,,,,,,,,,98.62379999999999,,,,,,,,,,,,,,,,,,,,,,98.67615,,98.6246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00175796_GS201402,98.58335,,,83.33165,,,,,,,,,98.67005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99414999999999,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99265,99.991,99.981,,,,,,,,,,,,,,,,,,98.65635,,,98.63325,,,,,,,,98.51805,,,,,,,98.7679,,,98.7929,,,,,,,,,98.62445,,,,,,,,,,,,,,,,98.6769,,,,,,,,,,,,,,,,,,,,,,98.6578,,98.6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00175796_GS41424,,98.5272,,,,,,,,,,,,81.24664999999999,,93.94365,,79.19655,,,,,,98.4825,,,,,,,,,78.8985,,,,,,,81.10015,81.1801,81.04655,97.6248,81.03665000000001,,,81.0864,79.1192,,,,,98.49925,,79.06174999999999,,79.13730000000001,79.06530000000001,78.8154,,,81.26115,98.84645,,,100.0,,,,,,,81.10820000000001,99.99975,,,78.94855,,,,,,,,,,,,,,,,,,,,,81.18835,,,,,,,,,,,,,97.83675,97.58945,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.12545,,,,,,,99.0778,80.8154,,,,,78.88515000000001,97.8025,97.7993,,,99.02785,,,,81.05605,,,,98.39224999999999,,98.52005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.17835,78.8729,,,97.84425,,,,,,,,,,,,,,,81.219,,,
HN00175796_GS41425,,,,,,,,,,,,,,,,,,,89.26595,96.05675,89.2604,98.62585,91.55565,,,,,,,,,89.2654,,,,89.3039,,,,,,,,,,91.57374999999999,,,,89.3861,,96.17145,,96.13695,,89.3806,,,,,89.2929,,,,,,100.0,,,,,96.12645,,,,,,89.26835,98.73015000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.6816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1379,,,,,,,,,,,,,,
HN00176442_F3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.06805,,78.10765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0826,,,,,,,,,,,,,,,,,,,,,,77.62525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.16645,,
HN00176442_GS40304,,,,,,94.23265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.15880000000001,,,,,,98.86895,,94.16015,,,,,,,,,,,,,,,,,98.64070000000001,,,,,,,,,,,,,,,,,,,,,,,,,98.70255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.69874999999999,,,,,,,,,,
HN00176442_GS40306,,,,,,,,,,,,,,,91.42699999999999,,,,,,,,,,95.88185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.57235,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.78434999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6149,,,,,,
HN00176442_GS41429,,,99.17375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99334999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,99.10745,,,,,,,99.15565000000001,,,,,,,,,,,,,,,,,,,,,,99.99295000000001,,,99.9971,,,,,99.9997,,,,,,,,,,,,,,,,,,,,,,,99.9993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9887,,,,,,,,,,,,,,,,,
HN00176442_GSY0003,,,,,,,,,,,,,,78.7744,,,,,89.26419999999999,97.3049,89.263,96.10745,91.58234999999999,,,,,,,,,89.23400000000001,,,,89.28649999999999,,,,,,,,,,91.54905,,,,89.29679999999999,,98.5856,,98.6015,,89.30879999999999,,,,,89.2375,,,,,,96.12645,,,,,100.0,,,,,,89.2204,96.07509999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.66489999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.19235,,,,,,,,,,,,,,
HN00176442_GSY0007,,81.0862,,,,,,,,,,,,98.47515,,80.95835,,79.1729,,78.6229,,78.5183,,81.24535,,,,,,,,,78.92475,,,,,,,98.03944999999999,98.30965,98.10544999999999,81.2034,98.09495,,,98.45485,79.1688,,,,,81.15795,,79.05615,,79.32415,79.18790000000001,78.90899999999999,,,98.68045000000001,81.02420000000001,,,81.10820000000001,,,,,,,100.0,81.1091,,,78.9979,,,,,,,,,,,,,,,,,,,,,98.80835,,,,,,,,,,,,,81.32995,81.24705,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81305,,,,,,,81.1251,81.71090000000001,,,,,79.20715000000001,81.2941,81.19380000000001,,,81.118,,,,98.2379,,,,81.1806,,81.04945000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81479999999999,79.2316,,,81.19405,,,,,,,,,,,,,,,98.3018,,,
HN00176442_GSY0017,,98.51185000000001,,,,,,,,,,,,81.20920000000001,,93.95515,,79.17009999999999,,,,,,98.48235,,,,,,,,,78.89255,,,,,,,81.14240000000001,81.11134999999999,81.07735,97.6505,80.999,,,81.0994,79.1192,,,,,98.4853,,78.96965,,78.9896,79.06125,78.8389,,,81.16624999999999,98.85645,,,99.99975,,,,,,,81.1091,100.0,,,79.09615,,,,,,,,,,,,,,,,,,,,,81.22045,,,,,,,,,,,,,97.7846,97.60714999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.06110000000001,,,,,,,99.075,80.7483,,,,,79.0473,97.8087,97.81819999999999,,,99.04245,,,,81.06865,,,,98.40915000000001,,98.49625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.07130000000001,79.0409,,,97.8168,,,,,,,,,,,,,,,81.1876,,,
HN00179262_F4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00179262_F4206,,,,,,,98.24215000000001,,,81.06,,,,,,,,,,,,,,,,,,,,,98.48155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.43164999999999,,98.2029,,,,,,,,,,,,,,,,80.47575,,,,,,,,,,,,,,,,,,,,,99.99685,,,,,,,,,,,,,,,,,,,,,98.43350000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00179262_F4454,,78.76955,,,,,,,,,,,,79.1,,79.0454,,83.2092,,,,,,78.74305,,,,,,,,,82.7864,,,,,,,79.19165,78.9648,79.0153,78.93525,78.93035,,,79.1534,100.0,,,,,78.74525,,99.00710000000001,,83.28075000000001,83.44525,82.78540000000001,,,79.24775,78.68945,,,78.94855,,,,,,,78.9979,79.09615,,,100.0,,,,,,,,,,,,,,,,,,,,,78.84434999999999,,,,,,,,,,,,,78.87915000000001,79.00280000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.89595,,,,,,,78.7329,79.26875,,,,,98.6298,78.9992,78.97705,,,78.79415,,,,79.22165000000001,,,,78.80449999999999,,78.93065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.91635,98.6939,,,79.06965,,,,,,,,,,,,,,,79.02154999999999,,,
HN00179328_F2309-1,,,,,,,,,,,,,,,,,,,97.98849999999999,89.28555,98.1459,89.26595,89.26405,,,,,,,,,97.9931,,,,97.99995,,,,,,,,,,89.1978,,,,97.77755,,89.25565,,89.24915,,97.7853,,,,,97.90055000000001,,,,,,89.26835,,,,,89.2204,,,,,,100.0,89.2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.42224999999999,,,,,,,,,,,,,,
HN00179328_F2317,,,,,,,,,,,,,,,,,,,89.27414999999999,96.0307,89.29185000000001,98.61305,91.564,,,,,,,,,89.38395,,,,89.333,,,,,,,,,,91.5506,,,,89.32749999999999,,96.09164999999999,,96.077,,89.3417,,,,,89.31545,,,,,,98.73015000000001,,,,,96.07509999999999,,,,,,89.2452,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0851,,,,,,,,92.10804999999999,,,,,,,,,,,,,,
HN00179328_K040706,,,,,,,,98.8065,,,,,,,,,83.42339999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4981,,98.88045,,82.97405,,,,97.7249,,,,,,,,98.94985,,,,,98.85159999999999,83.53275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00179328_KMGR2-43,,,,,,,,,,,98.71475000000001,,,,,,,,,,,,,,,,,,,,,,,,97.7832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7055,,,,,99.172,,,,,,,,97.5378,,,,,,,,,98.5415,79.40985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_CHKJ1115-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.5127,98.0275,98.0929,98.09424999999999,,95.21645000000001,97.52825,,95.18355,,,,,,,,,,,,,,,,,,97.49905000000001,,,,,,,,98.30455,,,,,,,,,,,,,,,,,,,,,,,,98.0984,,98.11314999999999,,,,,,,,,,,,,,,,,,,,,95.23165,,,,,,,,,,,,,,,,97.87755,,,,,,,,,,,,,,,,,80.17305,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_CHKJ1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5127,100.0,98.0406,98.193,98.12610000000001,,94.882,97.3869,,94.9787,,,,,,,,,,,,,,,,,,99.9981,,,,,,,,98.12745000000001,,,,,,,,,,,,,,,,,,,,,,,,98.18375,,97.75285,,,,,,,,,,,,,,,,,,,,,94.95824999999999,,,,,,,,,,,,,,,,98.06469999999999,,,,,,,,,,,,,,,,,80.30600000000001,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_CHKJ1223-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.61574999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0275,98.0406,100.0,98.64304999999999,98.67865,,94.97035,97.59825000000001,,95.0675,,,,,,,,,,,,,,,,,,98.11895,,,,,,,,98.91855,,,,,,,,,,,,,,,,,,,,,,,,98.57925,,99.17869999999999,,,,,,,,,,,,,,,,,,,,,95.04525,,,,,,,,,,,,,,,,97.99064999999999,,,,,,,,,,,,,,,,,80.32195,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_F2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0929,98.193,98.64304999999999,100.0,99.99675,,94.78375,97.97919999999999,,94.78909999999999,,,,,,,,,,,,,,,,,,98.20824999999999,,,,,,,,99.3398,,,,,,,,,,,,,,,,,,,,,,,,99.99925,,98.8193,,,,,,,,,,,,,,,,,,,,,94.7893,,,,,,,,,,,,,,,,98.48310000000001,,,,,,,,,,,,,,,,,80.0686,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_F2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.50635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09424999999999,98.12610000000001,98.67865,99.99675,100.0,,94.714,97.9503,,94.79044999999999,,,,,,,,,,,,,,,,,,98.12415,,,,,,,,99.28890000000001,,,,,,,,,,,,,,,,,,,,,,,,99.99375,,98.8578,,,,,,,,,,,,,,,,,,,,,94.81875,,,,,,,,,,,,,,,,98.51455,,,,,,,,,,,,,,,,,79.96135000000001,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_K40327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,98.52825,,98.8389,98.52680000000001,98.6188,98.8375,98.52510000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.21645000000001,94.882,94.97035,94.78375,94.714,,100.0,94.49889999999999,,98.89875,,,,,,,,,,,,,,,,,,94.8939,,,,,,,,94.72665,,,,,,,,,,,,,,,,,,,,,,,,94.7533,,95.1286,,,,,,,,,,,,,,,,,,,,,98.92255,,,,,,,,,,,,,,,,94.63485,,,,,,,,,,,,,,,,,80.3144,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK1-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.88825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.52825,97.3869,97.59825000000001,97.97919999999999,97.9503,,94.49889999999999,100.0,,94.58574999999999,,,,,,,,,,,,,,,,,,97.44295,,,,,,,,98.05635000000001,,,,,,,,,,,,,,,,,,,,,,,,97.92224999999999,,97.56684999999999,,,,,,,,,,,,,,,,,,,,,94.56465,,,,,,,,,,,,,,,,98.03755,,,,,,,,,,,,,,,,,80.345,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK1-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52825,,,100.0,,98.45895,100.0,98.3908,98.4432,99.99745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK1-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.86095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.18355,94.9787,95.0675,94.78909999999999,94.79044999999999,,98.89875,94.58574999999999,,100.0,,,,,,,,,,,,,,,,,,95.02985000000001,,,,,,,,94.8464,,,,,,,,,,,,,,,,,,,,,,,,94.80375000000001,,95.18725,,,,,,,,,,,,,,,,,,,,,99.9936,,,,,,,,,,,,,,,,94.65115,,,,,,,,,,,,,,,,,80.21799999999999,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8389,,,98.45895,,100.0,98.45599999999999,98.5068,99.82745,98.45895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK1-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52680000000001,,,100.0,,98.45599999999999,100.0,98.3868,98.439,99.99515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK2-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6188,,,98.3908,,98.5068,98.3868,100.0,98.47460000000001,98.3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK2-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8375,,,98.4432,,99.82745,98.439,98.47460000000001,100.0,98.43185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00180670_MK2-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.52510000000001,,,99.99745,,98.45895,99.99515,98.3822,98.43185,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN00195341_AMT-61016,,,99.02350000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.10745,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,98.85045,,,,,,,,,,,,,,,,,,,,,,99.09245000000001,,,99.12440000000001,,,,,99.11105,,,,,,,,,,,,,,,,,,,,,,,99.1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.11325,,,,,,,,,,,,,,,,,
HN00195341_CHKJ1253026,,81.2273,,,,,,,,,,,,98.4699,,81.01035,,79.0164,,,,79.0745,,81.26595,,,,,,,,,78.8598,,,,,,,98.03295,98.3375,98.1639,81.2561,98.15735000000001,,,98.53715,79.01650000000001,,,,,81.2205,,79.01159999999999,,79.11645,78.99895000000001,78.99080000000001,,,98.6037,81.2234,,,81.18835,,,,,,,98.80835,81.22045,,,78.84434999999999,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,81.3363,81.27355,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9998,,,,,,,81.2365,81.66005,,,,,79.0618,81.26384999999999,81.3158,,,81.18205,,,,98.2934,,,,81.2929,,81.0984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,79.10085000000001,,,81.18369999999999,,,,,,,,,,,,,,,98.24934999999999,,,
HN00195341_DK250101,,,,,83.20519999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,83.3346,,,96.91355,,,,,,97.9603,,,,,,,,96.68605,,,,98.02125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.9708,,,,,,,,,,,,,,,,,,,,,,,,,,,80.17815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
