user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HN00251139_KJS25018	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter submarinus	GCF_904846685.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter submarinus	97.15	0.846	GCF_904846685.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter submarinus	97.15	0.846	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_040371085.1, s__Psychrobacter sp029267175, 95.0, 80.58, 0.158	99.07	11	N/A	N/A
HN00251139_KJS25024	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp947490095	GCF_947490095.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp947490095	98.22	0.817	GCF_947490095.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp947490095	98.22	0.817	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000620045.1, s__Halomonas halodenitrificans, 95.0, 94.84, 0.782; GCF_015595025.1, s__Halomonas sp015595025, 95.0, 86.7, 0.529; GCF_947501415.1, s__Halomonas sp947501415, 95.0, 86.36, 0.521; GCF_009901955.1, s__Halomonas icarae, 95.0, 85.96, 0.512; GCA_018401555.1, s__Halomonas sp018401555, 95.0, 85.88, 0.455; GCF_040147005.1, s__Halomonas sp040147005, 95.0, 85.87, 0.457; GCF_009902005.1, s__Halomonas alimentaria, 95.0, 85.76, 0.485; GCF_030708455.1, s__Halomonas sp030708455, 95.0, 85.43, 0.462; GCF_900104135.1, s__Halomonas shengliensis, 95.0, 84.52, 0.42; GCA_033720795.1, s__Halomonas sp033720795, 95.0, 83.95, 0.157; GCA_003560175.1, s__Halomonas sp003560175, 95.0, 83.39, 0.173; GCA_003552795.1, s__Halomonas sp003552795, 95.0, 83.35, 0.231; GCF_031451685.1, s__Halomonas mongoliensis, 95.0, 82.89, 0.29; GCF_003553625.1, s__Halomonas sp003553625, 95.0, 82.81, 0.211; GCF_030704205.1, s__Halomonas alkalicola, 95.0, 82.68, 0.287; GCF_014859505.1, s__Halomonas sp014859505, 95.0, 82.65, 0.248; GCF_003056305.1, s__Halomonas denitrificans, 95.0, 82.62, 0.258; GCF_030409215.1, s__Halomonas ramblicola, 95.0, 82.42, 0.29; GCF_033549285.1, s__Halomonas sp033549285, 95.0, 82.4, 0.261; GCF_031581305.1, s__Halomonas sp031581305, 95.0, 82.23, 0.193; GCF_009363755.1, s__Halomonas sp009363755, 95.0, 82.18, 0.259; GCF_004363555.1, s__Halomonas ventosae, 95.0, 82.14, 0.278; GCF_014193375.1, s__Halomonas campaniensis, 95.0, 82.02, 0.284; GCF_023554995.1, s__Halomonas gemina, 95.0, 81.9, 0.26; GCF_001886615.1, s__Halomonas aestuarii, 95.0, 81.86, 0.237; GCF_900116405.1, s__Halomonas saccharevitans, 95.0, 81.79, 0.219; GCF_030012485.1, s__Halomonas rhizosphaerae, 95.0, 81.76, 0.26; GCF_040196315.1, s__Halomonas sp040196315, 95.0, 81.46, 0.236; GCF_005780185.1, s__Halomonas urmiana, 95.0, 81.4, 0.227; GCF_029889845.1, s__Halomonas sp029889845, 95.0, 81.38, 0.241; GCF_030406665.1, s__Halomonas halophila, 95.0, 81.32, 0.182; GCF_022487945.1, s__Halomonas flagellata, 95.0, 81.25, 0.216; GCF_025725685.1, s__Halomonas sp025725685, 95.0, 80.98, 0.201; GCF_031451675.1, s__Halomonas koreensis, 95.0, 80.92, 0.219; GCF_030409305.1, s__Halomonas maura, 95.0, 80.81, 0.19; GCF_000265245.1, s__Halomonas smyrnensis, 95.0, 80.81, 0.18; GCF_002879645.1, s__Halomonas heilongjiangensis, 95.0, 80.79, 0.21; GCF_014192285.1, s__Halomonas fontilapidosi, 95.0, 80.78, 0.212; GCF_034520545.1, s__Halomonas sp034520545, 95.0, 80.72, 0.182; GCF_014192275.1, s__Halomonas stenophila, 95.0, 80.61, 0.183; GCF_023094245.1, s__Halomonas getboli, 95.0, 80.58, 0.173; GCF_902500215.1, s__Halomonas lysinitropha, 95.0, 80.46, 0.19; GCF_039522625.1, s__Halomonas beimenensis, 95.0, 80.4, 0.173; GCF_004798905.1, s__Halomonas borealis, 95.0, 80.38, 0.162; GCF_003966155.1, s__Halomonas nitroreducens, 95.0, 80.37, 0.186; GCF_900109725.1, s__Halomonas daqiaonensis, 95.0, 80.31, 0.178; GCF_040196335.1, s__Halomonas sp040196335, 95.0, 80.29, 0.172; GCF_004361885.1, s__Halomonas ventosae_C, 95.0, 80.23, 0.15; GCF_014192215.1, s__Halomonas cerina, 95.0, 80.22, 0.174; GCF_014192055.1, s__Halomonas organivorans, 95.0, 79.99, 0.169	98.81	11	N/A	N/A
HN00251139_KJS25025	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia koreensis	GCF_014195445.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia koreensis	97.63	0.845	GCF_014195445.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia koreensis	97.63	0.845	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.1	11	N/A	N/A
HN00251139_KYF25002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Kytococcus;s__Kytococcus sedentarius	GCF_000023925.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Kytococcus;s__Kytococcus sedentarius	96.93	0.836	GCF_000023925.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Kytococcus;s__Kytococcus sedentarius	96.93	0.836	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Kytococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002847825.1, s__Kytococcus schroeteri, 95.0, 84.06, 0.333; GCF_900187395.1, s__Kytococcus aerolatus, 95.0, 82.39, 0.235	97.18	11	N/A	N/A
HN00252244_BMX25010	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus muriaticus	GCF_000423785.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus muriaticus	99.06	0.904	GCF_000423785.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus muriaticus	99.06	0.904	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003795125.1, s__Tetragenococcus osmophilus, 95.0, 91.6, 0.678; GCF_003841405.1, s__Tetragenococcus halophilus, 95.0, 82.88, 0.195; GCF_003795145.1, s__Tetragenococcus koreensis, 95.0, 80.84, 0.168	96.17	11	N/A	N/A
HN00280011_AMT-60913	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	98.7	0.916	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	98.7	0.916	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.72, 0.633; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.57, 0.533; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 83.05, 0.222; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.29, 0.202	93.29	11	N/A	N/A
HN00280011_AMT-62814-2	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides	GCF_000160575.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides	98.3	0.834	GCF_000160575.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella paramesenteroides	98.3	0.834	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_005405465.1, s__Weissella thailandensis, 95.0, 84.59, 0.437; GCF_024718545.1, s__Weissella fangxianensis, 95.0, 84.48, 0.41; GCF_005405285.1, s__Weissella sagaensis, 95.0, 81.43, 0.18; GCF_005405545.1, s__Weissella hellenica, 95.0, 80.74, 0.161; GCF_900094835.1, s__Weissella bombi, 95.0, 80.42, 0.155	94.66	11	N/A	N/A
HN00280011_AMT-74420	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.02	0.907	GCF_014131735.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__Lactiplantibacillus plantarum	99.02	0.907	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_032681335.1, s__Lactiplantibacillus sp032681335, 95.0, 90.57, 0.619; GCF_003641145.1, s__Lactiplantibacillus paraplantarum, 95.0, 88.34, 0.534; GCF_003641185.1, s__Lactiplantibacillus pentosus, 95.0, 82.79, 0.213; GCA_000463075.2, s__Lactiplantibacillus plantarum_A, 95.0, 82.55, 0.204	93.29	11	N/A	N/A
HN00280011_AMT-913617	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella thailandensis	GCF_005405465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella thailandensis	98.17	0.881	GCF_005405465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella thailandensis	98.17	0.881	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_024718545.1, s__Weissella fangxianensis, 95.0, 93.9, 0.798; GCF_000160575.1, s__Weissella paramesenteroides, 95.0, 84.25, 0.392; GCF_005405545.1, s__Weissella hellenica, 95.0, 80.81, 0.165; GCF_005405285.1, s__Weissella sagaensis, 95.0, 80.49, 0.168	93.82	11	N/A	N/A
HN00280011_BEG25026	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus halophilus	GCF_003841405.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus halophilus	97.3	0.828	GCF_003841405.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus halophilus	97.3	0.828	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_021474685.1, s__Tetragenococcus halophilus_B, 95.0, 93.27, 0.767; GCF_030161475.1, s__Tetragenococcus halophilus_C, 95.0, 92.02, 0.69; GCA_030462125.1, s__Tetragenococcus sp030462125, 95.0, 83.83, 0.17; GCF_003795125.1, s__Tetragenococcus osmophilus, 95.0, 82.49, 0.193; GCF_001544195.1, s__Tetragenococcus solitarius, 95.0, 81.59, 0.206; GCF_003795145.1, s__Tetragenococcus koreensis, 95.0, 80.95, 0.18	97.62	11	N/A	N/A
HN00280011_BGIL25058	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus xylanexedens_C	GCF_007676705.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus xylanexedens_C	96.88	0.871	GCF_007676705.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus xylanexedens_C	96.88	0.871	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_037974265.1, s__Paenibacillus sp037974265, 95.55, 92.37, 0.772; GCF_030815985.1, s__Paenibacillus sp030815985, 95.6, 92.35, 0.768; GCF_037971845.1, s__Paenibacillus sp001955855, 95.66, 92.13, 0.753; GCA_022836915.1, s__Paenibacillus sp900101225, 95.0, 91.83, 0.766; GCF_037991315.1, s__Paenibacillus sp012912005, 95.0, 91.65, 0.742; GCF_001908275.1, s__Paenibacillus xylanexedens_A, 95.18, 91.65, 0.727; GCF_008386395.1, s__Paenibacillus amylolyticus_B, 95.0, 91.6, 0.747; GCF_037975235.1, s__Paenibacillus amylolyticus_A, 95.0, 91.54, 0.76; GCF_017874615.1, s__Paenibacillus xylanexedens, 96.19, 91.54, 0.717; GCF_004001025.1, s__Paenibacillus amylolyticus, 96.35, 91.45, 0.73; GCF_018614975.1, s__Paenibacillus polymyxa_E, 95.0, 91.31, 0.707; GCF_000316035.1, s__Paenibacillus sp000316035, 95.0, 91.3, 0.712; GCF_026013365.1, s__Paenibacillus sp026013365, 95.0, 91.03, 0.716; GCF_032452295.1, s__Paenibacillus sp032452295, 95.0, 90.79, 0.702; GCF_024159265.1, s__Paenibacillus sp024159265, 95.0, 90.58, 0.706; GCA_038005685.1, s__Paenibacillus sp038005685, 95.0, 90.33, 0.74; GCF_037974355.1, s__Paenibacillus sp037974355, 95.0, 90.02, 0.686; GCF_029689945.1, s__Paenibacillus amylolyticus_E, 95.0, 89.69, 0.665; GCF_002968835.1, s__Paenibacillus sp002968835, 95.0, 87.79, 0.555; GCF_014844075.1, s__Paenibacillus sp014844075, 95.0, 83.83, 0.324; GCF_001514495.1, s__Paenibacillus pabuli, 95.0, 83.71, 0.335; GCF_013401555.1, s__Paenibacillus sp900110055, 95.0, 83.67, 0.325; GCF_028771845.1, s__Paenibacillus marchantiae, 95.02, 83.54, 0.303; GCF_023101145.1, s__Paenibacillus pabuli_B, 95.0, 83.42, 0.303; GCF_032399705.1, s__Paenibacillus taichungensis_A, 95.0, 83.29, 0.298; GCF_001280595.1, s__Paenibacillus xylanivorans, 95.0, 83.07, 0.302; GCF_013359905.1, s__Paenibacillus taichungensis, 95.0, 83.01, 0.299; GCF_013359935.1, s__Paenibacillus xylanilyticus, 95.0, 82.98, 0.256; GCF_030433635.1, s__Paenibacillus vandeheii, 95.0, 82.76, 0.299; GCF_039831995.1, s__Paenibacillus pabuli_C, 95.0, 82.62, 0.245; GCF_009664365.1, s__Paenibacillus xylanilyticus_A, 95.0, 82.43, 0.242; GCF_004000925.1, s__Paenibacillus illinoisensis, 95.12, 82.24, 0.239; GCF_003268635.1, s__Paenibacillus sp003268635, 95.0, 82.01, 0.171; GCF_022346995.1, s__Paenibacillus sp022346995, 95.0, 81.92, 0.231; GCF_003224455.1, s__Paenibacillus illinoisensis_A, 95.0, 81.9, 0.23; GCF_036884255.1, s__Paenibacillus sp001426865, 95.0, 81.85, 0.169; GCF_040702995.1, s__Paenibacillus sp040702995, 95.0, 81.71, 0.166; GCF_022346845.1, s__Paenibacillus sp022346845, 95.0, 81.45, 0.162; GCF_030812775.1, s__Paenibacillus tundrae_A, 95.0, 81.35, 0.169; GCF_900102085.1, s__Paenibacillus polysaccharolyticus, 95.11, 81.3, 0.165; GCF_003217495.1, s__Paenibacillus barcinonensis, 95.0, 81.2, 0.158; GCF_003719335.1, s__Paenibacillus amylolyticus_D, 95.0, 81.16, 0.161; GCF_023714295.1, s__Paenibacillus polysaccharolyticus_A, 95.0, 81.08, 0.165; GCF_014639235.1, s__Paenibacillus silvae, 95.0, 81.04, 0.154; GCF_007680605.1, s__Paenibacillus xylanexedens_B, 95.0, 80.77, 0.165; GCF_948329825.1, s__Paenibacillus sp017512705, 95.0, 80.75, 0.163	93.35	11	N/A	N/A
HN00280011_BSO25040	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus sojae	GCF_007991515.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus sojae	99.22	0.95	GCF_007991515.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__Oceanobacillus sojae	99.22	0.95	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Oceanobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900162665.1, s__Oceanobacillus sojae_A, 95.0, 91.22, 0.717; GCF_014645515.1, s__Oceanobacillus neutriphilus, 95.0, 90.02, 0.694; GCF_009389585.1, s__Oceanobacillus sp009389585, 95.0, 82.76, 0.273; GCF_039521805.1, s__Oceanobacillus oncorhynchi, 95.0, 81.25, 0.213; GCF_000750635.1, s__Oceanobacillus jeddahense, 95.0, 80.88, 0.199; GCF_018333215.1, s__Oceanobacillus sp018333215, 95.0, 80.64, 0.157	93.69	11	N/A	N/A
HN00280011_C3-36	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria atrinae_A	GCF_000286355.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria atrinae_A	99.88	0.963	GCF_000286355.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__Kocuria atrinae_A	99.88	0.963	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Kocuria;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004136555.1, s__Kocuria carniphila, 95.0, 91.38, 0.761; GCA_023426375.1, s__Kocuria sp023426375, 95.0, 90.93, 0.781; GCF_039531425.1, s__Kocuria atrinae, 95.0, 90.16, 0.723; GCF_039544365.1, s__Kocuria gwangalliensis, 95.0, 86.93, 0.536; GCF_014698015.1, s__Kocuria sp014698015, 95.0, 85.79, 0.524	97.12	11	N/A	N/A
HN00280011_C4-50	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B villorum	GCF_007990225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B villorum	99.26	0.892	GCF_007990225.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B villorum	99.26	0.892	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000271405.2, s__Enterococcus_B hirae, 95.0, 81.57, 0.213; GCA_015680865.1, s__Enterococcus_B lacertideformus, 95.0, 81.52, 0.259; GCF_001886195.1, s__Enterococcus_B ratti, 95.0, 80.68, 0.202	97.9	11	N/A	N/A
HN00280011_CHKJ1253001	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.97	0.967	GCF_000009045.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	98.97	0.967	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000738015.1, s__Bacillus stercoris, 95.0, 94.83, 0.904; GCF_000332645.1, s__Bacillus inaquosorum, 95.0, 92.45, 0.876; GCF_004124315.2, s__Bacillus cabrialesii, 95.0, 92.43, 0.885; GCF_031316495.1, s__Bacillus spizizenii, 95.0, 92.19, 0.861; GCF_011745685.2, s__Bacillus rugosus, 95.0, 92.18, 0.872; GCA_026790065.1, s__Bacillus sp026790065, 95.0, 92.07, 0.861; GCF_040784915.1, s__Bacillus subtilis_G, 95.0, 91.54, 0.84; GCF_031317525.1, s__Bacillus tequilensis, 95.0, 91.54, 0.812; GCF_004116955.1, s__Bacillus vallismortis, 95.0, 90.96, 0.781; GCA_020223575.2, s__Bacillus mexicanus, 95.0, 90.37, 0.777; GCF_001517105.1, s__Bacillus halotolerans, 95.0, 88.49, 0.753; GCF_031316635.1, s__Bacillus mojavensis, 95.47, 88.17, 0.751; GCF_001584335.1, s__Bacillus atrophaeus, 95.0, 81.65, 0.268; GCF_000196735.1, s__Bacillus amyloliquefaciens, 95.0, 81.15, 0.176; GCF_000262045.1, s__Bacillus siamensis, 95.0, 80.85, 0.189; GCF_018613535.1, s__Bacillus sp018613535, 95.0, 80.84, 0.207; GCF_001461825.1, s__Bacillus velezensis, 95.0, 80.69, 0.181; GCF_001584325.1, s__Bacillus nakamurai, 95.0, 80.56, 0.194	96.05	11	N/A	N/A
HN00280011_CHKJ153021-2	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	GCF_001042485.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	98.39	0.903	GCF_001042485.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus paralicheniformis	98.39	0.903	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001969855.1, s__Bacillus haynesii, 95.2, 94.88, 0.888; GCF_000011645.1, s__Bacillus licheniformis, 95.0, 94.87, 0.918; GCF_001969815.1, s__Bacillus swezeyi, 95.0, 84.41, 0.447; GCF_029537375.1, s__Bacillus sonorensis_A, 95.0, 84.31, 0.43; GCF_001042475.2, s__Bacillus glycinifermentans, 95.0, 83.45, 0.331; GCF_001592005.1, s__Bacillus sonorensis, 95.0, 83.4, 0.37	96.94	11	N/A	N/A
